Ref,Val,Package,PosX,PosY,Rot,Side
"R17","10K","R_0402_1005Metric",196.900000,-98.650000,0.000000,bottom
"R18","10K","R_0402_1005Metric",197.075000,-110.615000,0.000000,bottom
"R19","10K","R_0402_1005Metric",202.430000,-93.710000,180.000000,bottom
"R20","10K","R_0402_1005Metric",202.020000,-104.020000,180.000000,bottom
"R21","1K","R_0402_1005Metric",196.900000,-97.705000,0.000000,bottom
"R22","1K","R_0402_1005Metric",197.075000,-109.660000,0.000000,bottom
"R23","1K","R_0402_1005Metric",202.435000,-94.650000,180.000000,bottom
"R24","1K","R_0402_1005Metric",202.020000,-104.965000,180.000000,bottom
"R25","10K","R_0402_1005Metric",197.410000,-99.590000,180.000000,bottom
"R26","10K","R_0402_1005Metric",197.275000,-111.550000,180.000000,bottom
"R27","10K","R_0402_1005Metric",202.110000,-92.745000,0.000000,bottom
"R28","10K","R_0402_1005Metric",201.585000,-103.060000,180.000000,bottom
"R29","10K","R_0402_1005Metric",195.330000,-100.070000,-90.000000,bottom
"R30","1K","R_0402_1005Metric",194.375000,-100.000000,-90.000000,bottom
"R31","10K","R_0402_1005Metric",193.425000,-99.900000,-90.000000,bottom
"R32","10K","R_0402_1005Metric",195.100000,-112.025000,-90.000000,bottom
"R33","1K","R_0402_1005Metric",194.145000,-112.015000,-90.000000,bottom
"R34","10K","R_0402_1005Metric",193.205000,-112.005000,-90.000000,bottom
"R35","10K","R_0402_1005Metric",203.905000,-91.695000,-90.000000,bottom
"R36","1K","R_0402_1005Metric",204.860000,-91.705000,90.000000,bottom
"R37","10K","R_0402_1005Metric",205.800000,-91.685000,90.000000,bottom
"R38","10K","R_0402_1005Metric",203.515000,-103.460000,-90.000000,bottom
"R39","1K","R_0402_1005Metric",204.470000,-103.445000,90.000000,bottom
"R40","10K","R_0402_1005Metric",205.425000,-103.450000,90.000000,bottom
"R41","10K","R_0402_1005Metric",192.485000,-99.898900,90.000000,bottom
"R42","1K","R_0402_1005Metric",191.543900,-99.890000,-90.000000,bottom
"R43","10K","R_0402_1005Metric",190.602800,-99.881100,90.000000,bottom
"R44","10K","R_0402_1005Metric",192.270000,-112.015000,90.000000,bottom
"R45","1K","R_0402_1005Metric",191.330000,-112.075000,-90.000000,bottom
"R46","10K","R_0402_1005Metric",190.355000,-112.070000,90.000000,bottom
"R47","10K","R_0402_1005Metric",206.765000,-91.690000,-90.000000,bottom
"R48","1K","R_0402_1005Metric",207.715000,-91.695000,90.000000,bottom
"R49","10K","R_0402_1005Metric",208.650000,-91.695000,90.000000,bottom
"R50","10K","R_0402_1005Metric",206.375000,-103.185000,-90.000000,bottom
"R51","1K","R_0402_1005Metric",207.325000,-103.175000,90.000000,bottom
"R52","10K","R_0402_1005Metric",208.275000,-103.175000,90.000000,bottom
"R53","15R","R_0402_1005Metric",190.075000,-89.510000,180.000000,bottom
"R54","15R","R_0402_1005Metric",190.150000,-101.475000,180.000000,bottom
"R55","15R","R_0402_1005Metric",209.365000,-101.725000,0.000000,bottom
"R56","15R","R_0402_1005Metric",206.445000,-113.750000,0.000000,bottom
"R57","15R","R_0402_1005Metric",184.475000,-89.540000,180.000000,bottom
"R58","15R","R_0402_1005Metric",184.550000,-101.950000,180.000000,bottom
"R59","15R","R_0402_1005Metric",214.935000,-101.720000,0.000000,bottom
"R60","15R","R_0402_1005Metric",212.025000,-113.750000,0.000000,bottom
"R61","15R","R_0402_1005Metric",188.220000,-89.525000,180.000000,bottom
"R62","15R","R_0402_1005Metric",183.675000,-93.750000,90.000000,bottom
"R63","15R","R_0402_1005Metric",188.285000,-101.475000,180.000000,bottom
"R64","15R","R_0402_1005Metric",183.650000,-105.850000,90.000000,bottom
"R65","15R","R_0402_1005Metric",211.225000,-101.725000,0.000000,bottom
"R66","15R","R_0402_1005Metric",215.365000,-97.565000,-90.000000,bottom
"R67","15R","R_0402_1005Metric",208.300000,-113.750000,0.000000,bottom
"R68","15R","R_0402_1005Metric",215.915000,-108.890000,-90.000000,bottom
"R69","15R","R_0402_1005Metric",186.350000,-89.525000,180.000000,bottom
"R70","15R","R_0402_1005Metric",184.000000,-95.625000,90.000000,bottom
"R71","15R","R_0402_1005Metric",186.425000,-101.465000,180.000000,bottom
"R72","15R","R_0402_1005Metric",183.875000,-107.750000,90.000000,bottom
"R73","15R","R_0402_1005Metric",213.080000,-101.720000,0.000000,bottom
"R74","15R","R_0402_1005Metric",215.370000,-95.705000,-90.000000,bottom
"R75","15R","R_0402_1005Metric",210.155000,-113.740000,0.000000,bottom
"R76","15R","R_0402_1005Metric",215.830000,-106.985000,-90.000000,bottom
"R77","10K","R_0402_1005Metric",200.615000,-108.855000,90.000000,bottom
"R90","4.7","R_0402_1005Metric",183.075000,-89.175000,-90.000000,bottom
"R91","4.7","R_0402_1005Metric",182.725000,-93.400000,-90.000000,bottom
"R92","4.7","R_0402_1005Metric",182.750000,-97.450000,-90.000000,bottom
"R93","4.7","R_0402_1005Metric",182.975000,-101.550000,-90.000000,bottom
"R94","4.7","R_0402_1005Metric",182.650000,-105.575000,-90.000000,bottom
"R95","4.7","R_0402_1005Metric",182.925000,-110.270000,-90.000000,bottom
"R96","4.7","R_0402_1005Metric",216.550000,-89.550000,-90.000000,bottom
"R97","4.7","R_0402_1005Metric",216.675000,-93.650000,-90.000000,bottom
"R98","4.7","R_0402_1005Metric",216.725000,-97.675000,-90.000000,bottom
"R99","4.7","R_0402_1005Metric",216.750000,-101.600000,-90.000000,bottom
"R100","4.7","R_0402_1005Metric",216.875000,-105.675000,-90.000000,bottom
"R101","4.7","R_0402_1005Metric",216.925000,-110.370000,-90.000000,bottom
"TP3","TestPoint","TestPoint_Pad_D1.0mm",194.550000,-91.510000,90.000000,bottom
"TP4","TestPoint","TestPoint_Pad_D1.0mm",194.220000,-104.510000,90.000000,bottom
"TP5","TestPoint","TestPoint_Pad_D1.0mm",205.360000,-99.430000,-90.000000,bottom
"TP6","TestPoint","TestPoint_Pad_D1.0mm",205.544330,-111.170000,-90.000000,bottom
"TP7","TestPoint","TestPoint_Pad_D1.0mm",191.500000,-91.510000,90.000000,bottom
"TP8","TestPoint","TestPoint_Pad_D1.0mm",191.170000,-104.510000,90.000000,bottom
"TP9","TestPoint","TestPoint_Pad_D1.0mm",208.410000,-99.430000,-90.000000,bottom
"TP10","TestPoint","TestPoint_Pad_D1.0mm",208.594330,-111.170000,-90.000000,bottom
"U1","INA185A2","SOT-563",195.030000,-114.620000,180.000000,bottom
"U2","LMR51420YDDCR","SOT95P280X110-6N",208.350000,-116.352500,-90.000000,bottom
"U3","TLV76733DRVx","WSON-6-1EP_2x2mm_P0.65mm_EP1x1.6mm_ThermalVias",189.620000,-117.240000,0.000000,bottom
"U4","AT32F421G8U7","QFN28_4x4_ART",193.280000,-95.790000,180.000000,bottom
"U5","AT32F421G8U7","QFN28_4x4_ART",193.520000,-108.110000,180.000000,bottom
"U6","AT32F421G8U7","QFN28_4x4_ART",206.000000,-95.800000,0.000000,bottom
"U7","AT32F421G8U7","QFN28_4x4_ART",205.784330,-107.420000,0.000000,bottom
"U8","NSG2065Q","QFN-24_L4.0-W4.0-P0.50-TL-EP2.8",187.160000,-94.275671,90.000000,bottom
"U9","NSG2065Q","QFN-24_L4.0-W4.0-P0.50-TL-EP2.8",187.485671,-106.720000,90.000000,bottom
"U10","NSG2065Q","QFN-24_L4.0-W4.0-P0.50-TL-EP2.8",212.065670,-97.090000,-90.000000,bottom
"U11","NSG2065Q","QFN-24_L4.0-W4.0-P0.50-TL-EP2.8",212.400000,-108.400000,-90.000000,bottom
"C27","10uF","C_0805_2012Metric",194.690000,-103.010000,90.000000,top
"C28","10uF","C_0805_2012Metric",196.740000,-103.020000,90.000000,top
"C29","10uF","C_0805_2012Metric",198.900000,-103.060000,90.000000,top
"C30","10uF","C_0805_2012Metric",200.980000,-103.050000,90.000000,top
"C31","10uF","C_0805_2012Metric",203.070000,-103.070000,90.000000,top
"C32","10uF","C_0805_2012Metric",205.150000,-103.080000,90.000000,top
"C33","10uF","C_0805_2012Metric",194.700000,-111.110000,90.000000,top
"C34","10uF","C_0805_2012Metric",196.780000,-111.120000,90.000000,top
"C35","10uF","C_0805_2012Metric",196.797500,-107.640000,-90.000000,top
"C36","10uF","C_0805_2012Metric",194.717500,-107.630000,-90.000000,top
"C37","10uF","C_0805_2012Metric",205.140000,-99.580000,-90.000000,top
"C38","10uF","C_0805_2012Metric",203.000000,-99.650000,-90.000000,top
"C39","10uF","C_0805_2012Metric",200.970000,-99.550000,-90.000000,top
"C40","10uF","C_0805_2012Metric",198.890000,-99.560000,-90.000000,top
"C41","10uF","C_0805_2012Metric",196.830000,-99.540000,-90.000000,top
"C42","10uF","C_0805_2012Metric",194.780000,-99.530000,-90.000000,top
"C43","10uF","C_0805_2012Metric",194.780000,-96.040000,90.000000,top
"C44","10uF","C_0805_2012Metric",196.830000,-96.050000,90.000000,top
"C45","10uF","C_0805_2012Metric",198.890000,-96.070000,90.000000,top
"C46","10uF","C_0805_2012Metric",200.970000,-96.060000,90.000000,top
"C47","10uF","C_0805_2012Metric",203.060000,-96.080000,90.000000,top
"C48","10uF","C_0805_2012Metric",205.140000,-96.090000,90.000000,top
"C49","10uF","C_0805_2012Metric",205.067500,-107.690000,-90.000000,top
"C50","10uF","C_0805_2012Metric",202.987500,-107.680000,-90.000000,top
"C51","10uF","C_0805_2012Metric",202.950000,-111.180000,90.000000,top
"C52","10uF","C_0805_2012Metric",205.030000,-111.190000,90.000000,top
"C53","10uF","C_0805_2012Metric",205.170000,-92.600000,-90.000000,top
"C54","10uF","C_0805_2012Metric",203.090000,-92.590000,-90.000000,top
"C55","10uF","C_0805_2012Metric",200.980000,-92.540000,-90.000000,top
"C56","10uF","C_0805_2012Metric",198.900000,-92.550000,-90.000000,top
"C57","10uF","C_0805_2012Metric",196.840000,-92.530000,-90.000000,top
"C58","10uF","C_0805_2012Metric",194.790000,-92.520000,-90.000000,top
"D1","SMBJ30A","DIOM4336X265N",199.770000,-116.465000,180.000000,top
"Q1","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.679782,-89.136338,-90.000000,top
"Q2","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.969299,-101.720000,-90.000000,top
"Q3","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.746386,-89.281471,90.000000,top
"Q4","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.677857,-101.565786,90.000000,top
"Q5","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.554697,-89.964195,0.000000,top
"Q6","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.564697,-102.324195,0.000000,top
"Q7","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.728529,-90.006386,0.000000,top
"Q8","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.740000,-102.230701,0.000000,top
"Q9","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.689299,-93.360000,-90.000000,top
"Q10","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.550000,-94.010000,0.000000,top
"Q11","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.929299,-105.640000,-90.000000,top
"Q12","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.584697,-106.394195,0.000000,top
"Q13","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.806386,-93.191471,90.000000,top
"Q14","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.748529,-94.066386,0.000000,top
"Q15","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.777857,-105.174892,90.000000,top
"Q16","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.760000,-106.280701,0.000000,top
"Q17","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.844984,-97.631471,-90.000000,top
"Q18","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.566249,-98.187039,0.000000,top
"Q19","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",189.899299,-109.740000,-90.000000,top
"Q20","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",185.594697,-110.484195,0.000000,top
"Q21","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.836386,-97.491471,90.000000,top
"Q22","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.738529,-98.176386,0.000000,top
"Q23","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",209.862857,-109.752824,90.000000,top
"Q24","SP40N03GNJ","POWERPAK-1212-8_L3.0-W3.0-P0.65-LS3.3-BL",213.770000,-110.340701,0.000000,top
"R1","0.5mR","R_2512_6332Metric",199.895000,-110.405000,90.000000,top
"U12","VESC","VESC",139.500000,-110.000000,0.000000,top
